Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
3941;21100395923;"Citizenship Teaching and Learning";journal;"17511925, 17511917";0,258;Q3;4;20;55;684;17;46;0,10;34,20;United Kingdom;"Intellect Publishers";"Social Sciences (miscellaneous) (Q3)"
3942;5700153831;"Journal of Legal History";journal;"01440365, 17440564";0,258;Q1;6;9;33;507;7;33;0,30;56,33;United Kingdom;"Frank Cass Publishers";"History (Q1); Law (Q2)"
3943;5300152225;"Nordic Psychology";journal;"19012276";0,258;Q3;12;31;73;853;37;58;0,46;27,52;United Kingdom;"Taylor & Francis";"Psychology (miscellaneous) (Q3)"
3944;28139;"Journal of Electromagnetic Waves and Applications";journal;"15693937, 09205071";0,258;Q3;43;170;582;3853;570;571;0,96;22,66;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Physics and Astronomy (miscellaneous) (Q3)"
3945;27432;"Chinese Physics Letters";journal;"0256307X";0,258;Q3;55;427;1553;10974;930;1551;0,63;25,70;United Kingdom;"Institute of Physics Publishing";"Physics and Astronomy (miscellaneous) (Q3)"
3946;6500153239;"Vulnerable Children and Youth Studies";journal;"17450128, 17450136";0,258;Q3;17;34;102;1011;65;98;0,42;29,74;United Kingdom;"Routledge";"Health (social science) (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
3947;5800208514;"Communication Teacher";journal;"17404622, 17404630";0,257;Q3;7;68;109;445;44;106;0,41;6,54;United Kingdom;"Taylor & Francis";"Communication (Q3); Education (Q3)"
3948;27402;"Traffic Engineering and Control";journal;"00410683";0,257;Q3;17;0;7;0;1;6;0,00;0,00;United Kingdom;"Printerhall Ltd.";"Civil and Structural Engineering (Q3); Control and Optimization (Q3); Geography, Planning and Development (Q3); Transportation (Q3)"
3949;21100299413;"Journal of Cultural Heritage Management and Sustainable Development";journal;"20441274, 20441266";0,257;Q1;8;26;50;1131;35;50;0,79;43,50;United Kingdom;"Emerald Group Publishing Ltd.";"Conservation (Q1); Urban Studies (Q2); Business, Management and Accounting (miscellaneous) (Q3); Geography, Planning and Development (Q3)"
3950;7100153101;"International Zoo Yearbook";journal;"00749664, 17481090";0,257;Q3;22;23;61;956;31;58;0,39;41,57;United Kingdom;"Blackwell Publishing Inc.";"Nature and Landscape Conservation (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
3951;4800153108;"Research in Organizational Change and Development";book series;"08973016";0,257;Q3;13;11;28;788;35;25;1,31;71,64;United Kingdom;"Emerald Group Publishing Ltd.";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)"
3952;4700152295;"Journal of Promotion Management";journal;"10496491";0,256;Q3;20;76;143;3117;96;137;0,49;41,01;United Kingdom;"Taylor & Francis";"Marketing (Q3)"
3953;21100334846;"7th IET International Conference on Power Electronics, Machines and Drives, PEMD 2014";conference and proceedings;"-";0,256;-;10;0;275;0;150;274;0,00;0,00;United Kingdom;"";"Electrical and Electronic Engineering"
3954;21100406640;"Journal for Critical Education Policy Studies";journal;"20510969, 17402743";0,256;Q3;3;35;74;1953;31;73;0,42;55,80;United Kingdom;"Institute for Education Policy Studies";"Education (Q3)"
3955;13935;"Journal of Micropalaeontology";journal;"0262821X";0,255;Q3;23;24;53;1142;42;49;0,63;47,58;United Kingdom;"The British Micropalaeontological Society";"Paleontology (Q3)"
3956;21100381293;"Children Australia";journal;"20497776, 10350772";0,255;Q3;4;34;121;1248;52;111;0,42;36,71;United Kingdom;"Cambridge University Press";"Health (social science) (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
3957;74910;"Proceedings - Symposium on Computer Arithmetic";conference and proceedings;"-";0,255;-;30;0;24;0;34;22;1,55;0,00;United Kingdom;"";"Hardware and Architecture; Software; Theoretical Computer Science"
3958;5800207425;"Journal of Poetry Therapy";journal;"08893675, 15672344";0,255;Q3;9;27;64;628;25;52;0,49;23,26;United Kingdom;"Taylor and Francis Inc.";"Clinical Psychology (Q3); Rehabilitation (Q3)"
3959;4700152413;"International Journal of Entrepreneurship and Innovation Management";journal;"17415098, 1368275X";0,255;Q3;19;29;76;1528;61;71;0,36;52,69;United Kingdom;"Inderscience Publishers";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
3960;144655;"Qualitative Market Research";journal;"13522752";0,254;Q3;42;26;74;1872;65;73;0,94;72,00;United Kingdom;"Emerald Group Publishing Ltd.";"Marketing (Q3)"
3961;11000153705;"Journal of Transnational Management";journal;"15475778, 15475786";0,254;Q3;11;16;55;758;30;42;0,74;47,38;United Kingdom;"Taylor & Francis";"Development (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)"
3962;66325;"Proceedings of the Institution of Civil Engineers: Maritime Engineering";journal;"17417597";0,254;Q3;16;7;66;220;36;52;0,78;31,43;United Kingdom;"Thomas Telford Ltd.";"Ocean Engineering (Q3)"
3963;21100830426;"Journal of Criminological Research, Policy and Practice";journal;"20563841, 2056385X";0,254;Q2;2;27;45;1258;25;43;0,58;46,59;United Kingdom;"Emerald Group Publishing Ltd.";"Law (Q2); Health (social science) (Q3); Public Administration (Q3); Social Psychology (Q3); Sociology and Political Science (Q3)"
3964;144949;"International Journal of Electronic Healthcare";journal;"17418461, 17418453";0,254;Q3;19;11;20;621;21;20;1,00;56,45;United Kingdom;"Inderscience Publishers";"Health Informatics (Q3); Health Policy (Q3)"
3965;27208;"Social Philosophy and Policy";journal;"14716437, 02650525";0,253;Q2;26;25;68;946;35;68;0,61;37,84;United Kingdom;"Cambridge University Press";"Philosophy (Q2); Social Sciences (miscellaneous) (Q3)"
3966;5600153211;"South African Review of Sociology";journal;"21528586, 20721978";0,253;Q3;9;19;82;749;32;70;0,35;39,42;United Kingdom;"Taylor & Francis";"Social Sciences (miscellaneous) (Q3)"
3967;19700188225;"Heart Asia";journal;"17591104";0,253;Q3;5;38;121;965;43;81;1,00;25,39;United Kingdom;"BMJ Publishing Group";"Cardiology and Cardiovascular Medicine (Q3)"
3968;6100152803;"Micro and Nano Letters";journal;"17500443";0,253;Q3;23;229;601;5590;469;588;0,80;24,41;United Kingdom;"Institution of Engineering and Technology";"Bioengineering (Q3); Biomedical Engineering (Q3); Materials Science (miscellaneous) (Q3); Condensed Matter Physics (Q4); Nanoscience and Nanotechnology (Q4)"
3969;6000159531;"International Journal of Cultural Property";journal;"09407391";0,253;Q1;17;20;70;616;43;65;0,78;30,80;United Kingdom;"Cambridge University Press";"Conservation (Q1); Cultural Studies (Q1); History (Q1); Museology (Q1); Anthropology (Q2)"
3970;23605;"Science and Global Security";journal;"15477800, 08929882";0,252;Q2;11;10;37;311;24;29;1,11;31,10;United Kingdom;"Taylor & Francis";"Engineering (miscellaneous) (Q2)"
3971;14397;"Plastics, Rubber and Composites";journal;"14658011";0,252;Q3;33;57;160;1743;130;158;0,86;30,58;United Kingdom;"Maney Publishing";"Ceramics and Composites (Q3); Chemical Engineering (miscellaneous) (Q3); Materials Chemistry (Q3); Polymers and Plastics (Q3)"
3972;144891;"Digital Creativity";journal;"14626268";0,252;Q2;16;28;81;987;48;75;0,50;35,25;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q2); Computer Graphics and Computer-Aided Design (Q3); Human-Computer Interaction (Q3); Computational Theory and Mathematics (Q4)"
3973;5800207918;"International Journal of Listening";journal;"10904018, 1932586X";0,252;Q3;10;16;40;535;30;33;0,76;33,44;United Kingdom;"Taylor & Francis";"Communication (Q3); Applied Psychology (Q4)"
3974;120044;"Proceedings of the International Conference on Parallel Processing Workshops";conference and proceedings;"15302016";0,252;-;42;63;234;1697;295;225;1,26;26,94;United Kingdom;"";"Hardware and Architecture; Mathematics (miscellaneous); Software"
3975;5700163881;"Contemporary Justice Review";journal;"10282580";0,252;Q3;9;28;101;1948;51;85;0,60;69,57;United Kingdom;"Routledge";"Law (Q3)"
3976;12324;"Computer Systems Science and Engineering";journal;"02676192";0,252;Q2;23;42;109;1261;102;104;1,19;30,02;United Kingdom;"C R L Publishing Ltd.";"Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q3); Theoretical Computer Science (Q4)"
3977;26697;"Microelectronics International";journal;"13565362";0,251;Q3;18;24;84;500;55;83;0,78;20,83;United Kingdom;"Emerald Group Publishing Ltd.";"Atomic and Molecular Physics, and Optics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Surfaces, Coatings and Films (Q3); Condensed Matter Physics (Q4)"
3978;4900152413;"Gastrointestinal Nursing";journal;"14795248";0,251;Q2;12;83;300;1437;62;175;0,35;17,31;United Kingdom;"Royal College of Nursing Publishing Co.";"Advanced and Specialized Nursing (Q2); Medical and Surgical Nursing (Q2)"
3979;12491;"Vakuum in Forschung und Praxis";journal;"15222454, 0947076X";0,251;Q3;11;44;162;272;59;128;0,42;6,18;United Kingdom;"John Wiley & Sons Ltd.";"Surfaces, Coatings and Films (Q3); Condensed Matter Physics (Q4)"
3980;21100805792;"Studies in Indian Politics";journal;"23217472, 23210230";0,251;Q3;3;19;64;565;24;50;0,36;29,74;United Kingdom;"SAGE Publications";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
3981;13196;"Progress in Computational Fluid Dynamics";journal;"14684349, 17415233";0,250;Q3;23;39;108;995;63;108;0,61;25,51;United Kingdom;"Inderscience Publishers";"Computer Science Applications (Q3); Condensed Matter Physics (Q4)"
3982;19900192159;"International Journal of Sensor Networks";journal;"17481279, 17481287";0,250;Q3;26;70;201;2239;193;200;0,96;31,99;United Kingdom;"Inderscience Publishers";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
3983;18000156701;"International Journal of Pharmaceutical and Healthcare Marketing";journal;"17506123";0,250;Q3;16;27;64;1558;40;64;0,77;57,70;United Kingdom;"Emerald Group Publishing Ltd.";"Health Policy (Q3); Marketing (Q3)"
3984;37775;"South African Journal of Plant and Soil";journal;"02571862";0,250;Q3;16;73;106;1650;52;106;0,53;22,60;United Kingdom;"Taylor & Francis";"Ecology (Q3); Plant Science (Q3); Soil Science (Q3)"
3985;5700160310;"European Political Science";journal;"16820983, 16804333";0,250;Q3;15;61;98;1453;45;92;0,48;23,82;United Kingdom;"Palgrave Macmillan Ltd.";"Political Science and International Relations (Q3)"
3986;27318;"Network: Computation in Neural Systems";journal;"13616536, 0954898X";0,250;Q4;53;3;30;102;26;27;1,06;34,00;United Kingdom;"Taylor & Francis";"Neuroscience (miscellaneous) (Q4)"
3987;21100827188;"Cancer Treatment and Research Communications";journal;"24682942";0,250;Q3;5;31;119;1060;52;118;0,40;34,19;United Kingdom;"Elsevier Ltd";"Oncology (Q3); Cancer Research (Q4)"
3988;5000152303;"British Journal of Midwifery";journal;"09694900";0,250;Q2;17;157;520;2849;156;350;0,44;18,15;United Kingdom;"Mark Allen Publishing Ltd.";"Maternity and Midwifery (Q2)"
3989;4100151706;"International Journal of Business Intelligence and Data Mining";journal;"17438187, 17438195";0,249;Q3;16;23;57;727;93;57;1,62;31,61;United Kingdom;"Inderscience Enterprises";"Information Systems and Management (Q3); Management Information Systems (Q3); Statistics, Probability and Uncertainty (Q4)"
3990;28388;"Journal of the Society of Leather Technologies and Chemists";journal;"01440322";0,249;Q3;22;50;131;861;58;127;0,52;17,22;United Kingdom;"Society of Leather Technologists and Chemists";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)"
3991;6500153242;"Expert Review of Endocrinology and Metabolism";journal;"17446651";0,249;Q3;22;44;185;3971;86;169;0,45;90,25;United Kingdom;"Taylor & Francis";"Endocrinology, Diabetes and Metabolism (Q3)"
3992;21100344997;"Research Ethics";journal;"20476094, 17470161";0,249;Q2;4;20;72;540;33;58;0,45;27,00;United Kingdom;"SAGE Publications Ltd";"Philosophy (Q2); Education (Q3)"
3993;145585;"Industrial Law Journal";journal;"03059332";0,249;Q3;21;25;83;476;47;61;0,65;19,04;United Kingdom;"Oxford University Press";"Law (Q3)"
3994;6200180168;"International Journal of Electronic Marketing and Retailing";journal;"17411025, 17411033";0,249;Q3;8;20;36;1300;33;35;0,50;65,00;United Kingdom;"Inderscience Enterprises";"Business and International Management (Q3); Management Information Systems (Q3); Marketing (Q3)"
3995;21100463845;"Obesity Medicine";journal;"24518476";0,249;Q3;3;23;23;899;23;22;1,05;39,09;United Kingdom;"Elsevier Limited";"Endocrinology, Diabetes and Metabolism (Q3); Internal Medicine (Q3); Public Health, Environmental and Occupational Health (Q3)"
3996;144654;"Nutrition and Food Science";journal;"00346659";0,248;Q3;24;72;195;3179;142;194;0,76;44,15;United Kingdom;"Emerald Group Publishing Ltd.";"Food Science (Q3); Nutrition and Dietetics (Q3)"
3997;4000152120;"Advances in Learning and Behavioral Disabilities";journal;"0735004X";0,248;Q3;9;0;32;0;11;21;0,45;0,00;United Kingdom;"Emerald Group Publishing Ltd.";"Education (Q3); Rehabilitation (Q3)"
3998;21100824895;"Journal of Energy and Natural Resources Law";journal;"02646811, 23764538";0,248;Q3;3;31;49;1013;26;36;0,72;32,68;United Kingdom;"Taylor and Francis Ltd.";"Energy (miscellaneous) (Q3); Law (Q3)"
3999;4000151903;"Journal of Community Nursing";journal;"02634465";0,247;Q3;9;84;271;960;66;193;0,29;11,43;United Kingdom;"PTM Publishers Ltd.";"Community and Home Care (Q3)"
4000;5000158118;"Advances in International Management";book series;"15715027";0,247;Q3;17;14;60;728;22;54;0,38;52,00;United Kingdom;"Emerald Group Publishing Ltd.";"Business and International Management (Q3)"
4001;6500153124;"Theology and Science";journal;"14746700, 14746719";0,247;Q1;8;52;99;1397;20;85;0,25;26,87;United Kingdom;"Routledge";"Religious Studies (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
4002;11000153753;"Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B";journal;"17533562";0,247;Q3;18;36;111;1307;80;110;0,71;36,31;United Kingdom;"Society of Glass Technology";"Electronic, Optical and Magnetic Materials (Q3); Materials Chemistry (Q3); Condensed Matter Physics (Q4); Physical and Theoretical Chemistry (Q4)"
4003;21100466891;"International Journal of Health Governance";journal;"20594631, 2059464X";0,247;Q3;20;30;79;911;42;78;0,47;30,37;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q3); Health Policy (Q3)"
4004;15244;"Historical Journal";journal;"14695103, 0018246X";0,247;Q1;33;67;143;3956;82;128;0,54;59,04;United Kingdom;"Cambridge University Press";"History (Q1)"
4005;24281;"Studia Neophilologica";journal;"00393274";0,247;Q2;6;35;69;922;22;66;0,41;26,34;United Kingdom;"Taylor & Francis";"Philosophy (Q2)"
4006;29088;"EMJ - Engineering Management Journal";journal;"10429247";0,247;Q2;30;26;74;1391;49;62;0,74;53,50;United Kingdom;"Taylor & Francis";"Engineering (miscellaneous) (Q2)"
4007;22542;"Journal of Conchology";journal;"00220019";0,246;Q4;17;28;67;866;29;65;0,49;30,93;United Kingdom;"Conchological Society of Great Britain and Ireland";"Aquatic Science (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
4008;20194;"Journal of British Studies";journal;"00219371";0,246;Q1;29;19;135;3170;55;124;0,46;166,84;United Kingdom;"Cambridge University Press";"History (Q1); Cultural Studies (Q2)"
4009;18100156704;"International Review of Law, Computers and Technology";journal;"13646885, 13600869";0,246;Q3;8;22;62;1115;48;52;0,58;50,68;United Kingdom;"Carfax Publishing Ltd.";"Computer Science Applications (Q3); Law (Q3)"
4010;5600152873;"Howard Journal of Criminal Justice";journal;"14682311, 02655527";0,246;Q3;9;0;69;0;46;68;0,55;0,00;United Kingdom;"Basil Blackwell";"Law (Q3)"
4011;5800179614;"International Journal of Nuclear Energy Science and Technology";journal;"17416361, 1741637X";0,246;Q3;10;22;71;489;15;71;0,26;22,23;United Kingdom;"Inderscience Publishers";"Nuclear Energy and Engineering (Q3)"
4012;21037;"New Zealand Entomologist";journal;"00779962";0,246;Q3;17;13;45;315;24;40;0,62;24,23;United Kingdom;"Taylor & Francis";"Insect Science (Q3)"
4013;15974;"Circuit World";journal;"03056120";0,246;Q2;19;22;71;391;41;71;0,48;17,77;United Kingdom;"Emerald Group Publishing Ltd.";"Industrial and Manufacturing Engineering (Q2); Electrical and Electronic Engineering (Q3)"
4014;21100316041;"Proceedings of the Seminar for Arabian Studies";conference and proceedings;"3088421X";0,246;-;5;25;65;694;20;61;0,45;27,76;United Kingdom;"";"Archeology; Archeology (arts and humanities); Cultural Studies; History; Visual Arts and Performing Arts"
4015;15374;"Journal of Analytical Psychology";journal;"00218774";0,246;Q3;19;50;154;1139;34;122;0,35;22,78;United Kingdom;"Blackwell Publishing Inc.";"Clinical Psychology (Q3)"
4016;17567;"Lakes and Reservoirs: Research and Management";journal;"13205331, 14401770";0,246;Q3;32;36;85;1411;47;78;0,62;39,19;United Kingdom;"Blackwell Publishing Inc.";"Water Science and Technology (Q3)"
4017;19700170288;"Visual Communication Quarterly";journal;"15551393";0,246;Q3;7;26;67;778;24;53;0,15;29,92;United Kingdom;"Routledge";"Communication (Q3); Education (Q3)"
4018;21100774141;"China Finance Review International";journal;"20441401, 20441398";0,245;Q3;6;26;60;1019;23;60;0,38;39,19;United Kingdom;"Emerald Group Publishing Ltd.";"Finance (Q3)"
4019;21100202714;"Drugs and Alcohol Today";journal;"17459265";0,245;Q3;10;32;68;976;45;67;0,59;30,50;United Kingdom;"Emerald Group Publishing Ltd.";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
4020;15157;"Chung-kuo Kung Ch'eng Hsueh K'an/Journal of the Chinese Institute of Engineers";journal;"02533839";0,245;Q2;23;78;324;1677;160;321;0,43;21,50;United Kingdom;"Taylor & Francis";"Engineering (miscellaneous) (Q2)"
4021;20657;"Enterprise and Society";journal;"14672227, 14672235";0,245;Q1;21;17;74;1280;37;71;0,56;75,29;United Kingdom;"Cambridge University Press";"History (Q1); Business, Management and Accounting (miscellaneous) (Q3)"
4022;21100445637;"Clinical Nutrition ESPEN";journal;"24054577";0,245;Q3;3;119;93;2679;51;91;0,56;22,51;United Kingdom;"Elsevier Limited";"Endocrinology, Diabetes and Metabolism (Q3); Nutrition and Dietetics (Q3)"
4023;21100385808;"Journal of Asia Business Studies";journal;"15587894, 15592243";0,245;Q2;8;28;49;1965;39;49;0,89;70,18;United Kingdom;"Emerald Group Publishing Ltd.";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Strategy and Management (Q3)"
4024;19152;"Israel Journal of Plant Sciences";journal;"07929978";0,244;Q3;28;33;75;0;44;66;0,67;0,00;United Kingdom;"Taylor & Francis";"Agronomy and Crop Science (Q3); Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
4025;22809;"Criminal Justice Ethics";journal;"0731129X";0,244;Q3;10;19;49;486;14;44;0,27;25,58;United Kingdom;"Taylor & Francis";"Law (Q3)"
4026;19700173116;"Journal of Children's Services";journal;"17466660";0,243;Q3;14;6;73;282;42;72;0,61;47,00;United Kingdom;"Emerald Group Publishing Ltd.";"Education (Q3); Health (social science) (Q3); Law (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
4027;19700187610;"Pedagogies";journal;"1554480X";0,243;Q3;10;28;58;904;27;53;0,46;32,29;United Kingdom;"Taylor & Francis";"Education (Q3)"
4028;21100814051;"Information Discovery and Delivery";journal;"23986247";0,243;Q3;14;26;94;1116;19;94;0,18;42,92;United Kingdom;"Emerald Group Publishing Ltd.";"Library and Information Sciences (Q3)"
4029;21100242617;"Journal of Information, Communication and Ethics in Society";journal;"1477996X";0,242;Q2;12;36;75;1106;57;74;0,62;30,72;United Kingdom;"Emerald Group Publishing Ltd.";"Philosophy (Q2); Communication (Q3); Computer Networks and Communications (Q3); E-learning (Q3); Sociology and Political Science (Q3)"
4030;13264;"Biological Rhythm Research";journal;"09291016";0,242;Q4;28;129;255;3534;169;252;0,69;27,40;United Kingdom;"Taylor & Francis";"Ecology, Evolution, Behavior and Systematics (Q4); Physiology (Q4); Physiology (medical) (Q4)"
4031;110201;"Education for Health";journal;"13576283, 14695804";0,242;Q3;26;37;173;710;62;121;0,45;19,19;United Kingdom;"Taylor & Francis";"Education (Q3); Medicine (miscellaneous) (Q3)"
4032;28883;"Zygon";journal;"05912385, 14679744";0,242;Q1;19;56;190;2656;81;179;0,43;47,43;United Kingdom;"Blackwell Publishing Inc.";"Religious Studies (Q1); Cultural Studies (Q2); Education (Q3)"
4033;17966;"International Journal of Electrical Engineering Education";journal;"00207209";0,242;Q3;18;26;94;353;52;94;0,63;13,58;United Kingdom;"SAGE Publications";"Education (Q3); Electrical and Electronic Engineering (Q3)"
4034;14746;"IDS Bulletin";journal;"02655012, 17595436";0,242;Q3;37;45;208;1355;87;190;0,34;30,11;United Kingdom;"Institute of Development Studies, Sussex, University of Sussex";"Development (Q3); Geography, Planning and Development (Q3)"
4035;19700181417;"Acta Borealia";journal;"08003831, 1503111X";0,242;Q1;11;9;30;670;15;27;0,50;74,44;United Kingdom;"Routledge";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)"
4036;21100269616;"Journal of Intellectual Disabilities and Offending Behaviour";journal;"20508824";0,242;Q3;6;17;57;560;22;55;0,45;32,94;United Kingdom;"Emerald Group Publishing Ltd.";"Clinical Psychology (Q3); Pathology and Forensic Medicine (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
4037;5300152530;"Advances in Hospitality and Leisure";book series;"17453542";0,242;Q3;8;10;30;504;14;30;0,35;50,40;United Kingdom;"Emerald Group Publishing Ltd.";"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q4)"
4038;20244;"Ulster Medical Journal";journal;"00416193";0,242;Q3;23;58;197;608;71;90;0,61;10,48;United Kingdom;"Ulster Medical Society";"Medicine (miscellaneous) (Q3)"
4039;12387;"International Journal of Mechanical Engineering Education";journal;"03064190";0,242;Q3;10;23;73;379;30;72;0,30;16,48;United Kingdom;"SAGE Publications Inc.";"Education (Q3); Mechanical Engineering (Q3)"
4040;15647;"Journal of Historical Sociology";journal;"09521909, 14676443";0,242;Q1;20;58;65;3000;52;65;0,88;51,72;United Kingdom;"Blackwell Publishing Inc.";"History (Q1); Sociology and Political Science (Q3)"
4041;13538;"Advanced Composites Letters";journal;"09636935";0,242;Q2;17;22;65;498;32;65;0,52;22,64;United Kingdom;"ADCOTEC Ltd";"Industrial and Manufacturing Engineering (Q2); Ceramics and Composites (Q3)"
4042;5700154419;"Text and Performance Quarterly";journal;"10462937";0,242;Q1;24;28;107;593;36;90;0,45;21,18;United Kingdom;"Routledge";"Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Communication (Q3)"
4043;17142;"Scandinavian Journal of History";journal;"15027716, 03468755";0,242;Q1;14;26;89;1582;33;84;0,40;60,85;United Kingdom;"Taylor & Francis";"History (Q1)"
4044;19400158376;"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources";journal;"17498848";0,241;Q3;21;25;148;2686;82;148;0,45;107,44;United Kingdom;"CAB International";"Agricultural and Biological Sciences (miscellaneous) (Q3); Nature and Landscape Conservation (Q3); Veterinary (miscellaneous) (Q3)"
4045;25288;"Phosphorus, Sulfur and Silicon and the Related Elements";journal;"10426507, 15635325";0,241;Q4;37;209;802;6915;589;781;0,73;33,09;United Kingdom;"Taylor & Francis";"Biochemistry (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4)"
4046;58246;"Outlooks on Pest Management";journal;"17431026, 14658933";0,241;Q3;28;39;122;290;46;80;0,57;7,44;United Kingdom;"Research Information Ltd.";"Agronomy and Crop Science (Q3); Biotechnology (Q3); Food Science (Q3); Insect Science (Q4)"
4047;21100775078;"Qualitative Research in Financial Markets";journal;"17554187, 17554179";0,241;Q3;9;20;54;1375;45;54;0,90;68,75;United Kingdom;"Emerald Group Publishing Ltd.";"Economics and Econometrics (Q3); Finance (Q3)"
4048;130053;"Journal of Physics: Conference Series";journal;"17426596, 17426588";0,241;Q3;59;9939;17872;137113;8365;17124;0,48;13,80;United Kingdom;"Institute of Physics";"Physics and Astronomy (miscellaneous) (Q3)"
4049;5700164353;"Critique";journal;"17488605, 03017605";0,240;Q1;8;29;83;906;14;78;0,20;31,24;United Kingdom;"Taylor & Francis";"Literature and Literary Theory (Q1)"
4050;5600153252;"Journal of Latin American Cultural Studies";journal;"13569325, 14699575";0,240;Q1;7;33;87;1112;19;83;0,23;33,70;United Kingdom;"Carfax Publishing Ltd.";"History (Q1); Cultural Studies (Q2)"
4051;19900191978;"European Journal of Psychotherapy and Counselling";journal;"14695901, 13642537";0,240;Q3;8;26;94;988;29;75;0,42;38,00;United Kingdom;"Routledge";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
4052;12400154743;"Mitochondrial DNA";journal;"19401736, 19401744";0,240;Q4;27;0;1847;0;847;1699;0,49;0,00;United Kingdom;"Informa Healthcare";"Genetics (Q4); Molecular Biology (Q4)"
4053;19700175280;"IIMB Management Review";journal;"09703896";0,240;Q3;11;29;71;1112;71;58;1,08;38,34;United Kingdom;"Elsevier Ltd";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)"
4054;19700188334;"Clinical and Experimental Neuroimmunology";journal;"17591961";0,240;Q3;11;72;225;2294;99;180;0,59;31,86;United Kingdom;"John Wiley and Sons Ltd";"Neurology (clinical) (Q3); Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Neuroscience (miscellaneous) (Q4)"
4055;21100239825;"Zoology and Ecology";journal;"21658005, 21658013";0,240;Q3;15;44;142;1707;76;141;0,58;38,80;United Kingdom;"Taylor and Francis Inc.";"Animal Science and Zoology (Q3); Ecology (Q3)"
4056;21100423723;"International Journal of Electronic Business";journal;"17415063, 14706067";0,240;Q3;5;11;36;708;16;36;0,50;64,36;United Kingdom;"Inderscience Publishers";"Business, Management and Accounting (miscellaneous) (Q3); Computer Science Applications (Q3)"
4057;5800169373;"Comparative Strategy";journal;"01495933, 15210448";0,240;Q3;10;36;77;2591;19;75;0,25;71,97;United Kingdom;"Routledge";"Political Science and International Relations (Q3)"
4058;130175;"Journal of the ICRU";journal;"14736691";0,239;Q3;7;0;3;0;1;3;0,00;0,00;United Kingdom;"Oxford University Press";"Radiation (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Biophysics (Q4)"
4059;145501;"Acute Medicine";journal;"17474892, 17474884";0,239;Q3;9;39;143;578;36;102;0,38;14,82;United Kingdom;"Rila Publications, Ltd.";"Critical Care and Intensive Care Medicine (Q3); Emergency Medicine (Q3); Internal Medicine (Q3); Medicine (miscellaneous) (Q3)"
4060;110000;"International Journal of Environmental Studies";journal;"00207233, 10290400";0,239;Q3;25;97;236;2781;137;217;0,63;28,67;United Kingdom;"Taylor & Francis";"Ecology (Q3); Geography, Planning and Development (Q3); Pollution (Q3); Waste Management and Disposal (Q3); Computers in Earth Sciences (Q4)"
4061;11700154358;"Journal of Research in Nursing";journal;"17449871, 1744988X";0,239;Q4;26;87;286;1642;128;253;0,48;18,87;United Kingdom;"SAGE Publications";"Research and Theory (Q4)"
4062;21100386854;"Journal of Museum Education";journal;"10598650, 20516169";0,239;Q1;3;45;110;489;27;91;0,36;10,87;United Kingdom;"Maney Publishing";"Museology (Q1); Education (Q3)"
